il,ilce,istasyon,istNo,veriZamani_UTC,hadise,sicaklik_C,hissedilenSicaklik_C,nem_%,ruzgarYonu_derece,ruzgarHiz_kmh,aktuelBasinc_hPa,denizeIndirgenmisBasinc_hPa,gorus_m,kapalilik_okta,yagis10dk_mm,yagis00danSuana_mm,yagis1saat_mm,yagis6saat_mm,yagis12saat_mm,yagis24saat_mm,karYukseklik_cm,denizSicaklik_C,yasTermometreSicakligi_C,calismaZamani_UTC
Balıkesir,Gömeç,GÖMEÇ,19126,2026-08-17T21:34:00.000Z,Açık,20.6,20.6,82,193,4.680000000000001,,,,,0,0,0,0,0,0,,,18.36,2026-08-17T21:53:07+00:00
Balıkesir,Havran,HAVRAN,19127,2026-08-17T21:34:00.000Z,Açık,21.6,21.6,78,72,9.72,,,,,0,0,0,0,0,0,,,18.81,2026-08-17T21:53:07+00:00
Balıkesir,Sındırgı,SINDIRGI,19128,2026-08-17T21:34:00.000Z,Açık,20.6,20.6,87,184,9.72,,,,,0,0,0,0,0,0,,,18.98,2026-08-17T21:53:07+00:00
Balıkesir,Edremit,EDREMİT/ALTINOLUK,19129,2026-08-17T21:34:00.000Z,Açık,21.9,21.9,65,31,2.8800000000000003,,,,,0,0,0,0,0,0,,,17.39,2026-08-17T21:53:07+00:00
Bilecik,Merkez,BİLECİK,17120,2026-08-17T21:34:00.000Z,Açık,18.5,18.5,79,273,3.9600000000000004,949.1,1008.9,20000,0,0,0,0,0,0,0,,,15.97,2026-08-17T21:53:07+00:00
Bilecik,Pazaryeri,PAZARYERİ,17701,2026-08-17T21:34:00.000Z,Açık,15.5,15.5,86,125,0.36000000000000004,,,,,0,0,0,0,0,0,,,13.88,2026-08-17T21:53:07+00:00
Bilecik,Bozüyük,BOZÜYÜK,17702,2026-08-17T21:34:00.000Z,Açık,16.3,16.3,83,195,0,925.9,1008.6,,,0,0,0,0,0,0,,,14.32,2026-08-17T21:53:07+00:00
Bilecik,Söğüt,SÖĞÜT,17703,2026-08-17T21:35:00.000Z,Açık,18.7,18.7,75,228,4.680000000000001,932.3,1008.7,,,0,0,0,0,0,0,,,15.68,2026-08-17T21:53:07+00:00
Bilecik,Gölpazarı,GÖLPAZARI,18086,2026-08-17T21:34:00.000Z,Açık,14.8,14.8,81,341,0,950,1009.8,,,0,0,0,0,0,0,,,12.65,2026-08-17T21:53:07+00:00
Bilecik,Osmaneli,OSMANELİ,18087,2026-08-17T21:34:00.000Z,Açık,21.1,21.1,73,309,7.2,999.7,1010.6,,,0,0,0,0,0,0,,,17.69,2026-08-17T21:53:07+00:00
Bilecik,İnhisar,İNHİSAR,18380,2026-08-17T21:34:00.000Z,Açık,21.6,21.6,67,262,3.6,,,,,0,0,0,0,0,0,,,17.38,2026-08-17T21:53:07+00:00
Bilecik,Yenipazar,BİLECİK/YENİPAZAR,18381,2026-08-17T21:34:00.000Z,Açık,16.3,16.3,78,224,3.9600000000000004,,,,,0,0,0,0,0,0,,,13.75,2026-08-17T21:53:07+00:00
Bilecik,Bozüyük,BOZÜYÜK/DODURGA BELDESİ,18828,2026-08-17T21:34:00.000Z,Açık,13.2,13.2,98,,,,,,,0,0,0,0,0,0,,,12.94,2026-08-17T21:53:07+00:00
Bilecik,Merkez,BİLECİK ŞEYH EDEBALİ ÜNİ.,18913,2026-08-17T21:32:00.000Z,Açık,19.6,19.6,80,0,0,947.5,1013.1,,,0,0,0,0,0,0,,,17.15,2026-08-17T21:53:07+00:00
Bilecik,Pazaryeri,PAZARYERİ/BOZCAARMUT KÖYÜ,18925,2026-08-17T21:34:00.000Z,Açık,15.7,15.7,93,112,0.36000000000000004,889.6,1008.6,,,0,0,0,0,0,0,,,14.88,2026-08-17T21:53:07+00:00
Bilecik,Merkez,BİLECİK/ABADİYE KÖYÜ,19140,2026-08-17T21:34:00.000Z,Açık,15.1,15.1,100,,,,,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Bilecik,Söğüt,SÖĞÜT/KÜRE KÖYÜ,19141,2026-08-17T21:34:00.000Z,Açık,19.8,19.8,75,,,,,,,0,0,0,0,0,0,,,16.72,2026-08-17T21:53:07+00:00
Bilecik,Gölpazarı,GÖLPAZARI/KARAAĞAÇ KÖYÜ,19142,2026-08-17T21:34:00.000Z,Açık,19.5,19.5,80,,,,,,,0,0,0,0,0,0,,,17.05,2026-08-17T21:53:07+00:00
Bingöl,Merkez,BİNGÖL,17203,2026-08-17T21:34:00.000Z,Açık,19.8,19.8,44,0,0,883.5,,20000,0,0,0,0,0,0,0,,,12.72,2026-08-17T21:53:07+00:00
Bingöl,Solhan,SOLHAN,17776,2026-08-17T21:34:00.000Z,Açık,19.8,19.8,36,346,2.16,860.6,1002.5,73120,,0,0,0,0,0,0,,,11.58,2026-08-17T21:53:07+00:00
Bingöl,Genç,GENÇ,17808,2026-08-17T21:34:00.000Z,Açık,17.5,17.5,59,0,0,899.1,1003.7,,,0,0,0,0,0,0,,,12.64,2026-08-17T21:53:07+00:00
Bingöl,Kiğı,KİĞI,18176,2026-08-17T21:34:00.000Z,Parçalı Bulutlu,18.8,18.8,57,22,5.760000000000001,848.8,1003.8,,,0,0,0,0,0,0,,,13.56,2026-08-17T21:53:07+00:00
Bingöl,Karlıova,KARLIOVA,18177,2026-08-17T21:34:00.000Z,Açık,13.4,13.4,70,231,0.36000000000000004,816.2,1003.1,75000,,0,0,0,0,0,0,,,10.13,2026-08-17T21:53:07+00:00
Bingöl,Adaklı,ADAKLI,18348,2026-08-17T21:34:00.000Z,Az Bulutlu,20.6,20.6,44,63,8.28,,,,,0,0,0,0,0,0,,,13.38,2026-08-17T21:53:07+00:00
Bingöl,Yayladere,YAYLADERE,18349,2026-08-17T21:34:00.000Z,Açık,19.8,19.8,42,358,2.16,,,,,0,0,0,0,0,0,,,12.44,2026-08-17T21:53:07+00:00
Bingöl,Yedisu,YEDİSU,18350,2026-08-17T21:34:00.000Z,Açık,19.9,19.9,52,114,7.2,,,,,0,0,0,0,0,1.09,,,13.88,2026-08-17T21:53:07+00:00
Bingöl,Genç,GENÇ/BAYIRLI KÖYÜ,18763,2026-08-17T21:34:00.000Z,Açık,19.2,19.2,46,,,,,,,0,0,0,0,0,0,,,12.48,2026-08-17T21:53:07+00:00
Bingöl,Karlıova,KARLIOVA/KAYNAK KÖYÜ,18764,2026-08-17T21:34:00.000Z,Açık,16.9,16.9,45,,,,,,,0,0.13,0,0,0,0.13,,,10.42,2026-08-17T21:53:07+00:00
Bingöl,Merkez,BİNGÖL/GAYT BARAJI,18953,2026-08-17T21:34:00.000Z,Açık,16.2,16.2,60,341,5.04,,,,,0,0,0,0,0,0,,,11.6,2026-08-17T21:53:07+00:00
Bingöl,Merkez,BİNGÖL/GÜLBAHAR BARAJI,18954,2026-08-17T21:34:00.000Z,Açık,16.8,16.8,43,67,5.4,,,,,0,0,0,0,0,0,,,10.09,2026-08-17T21:53:07+00:00
Bingöl,Merkez,BİNGÖL/ALATEPE KÖYÜ,19081,2026-08-17T21:34:00.000Z,Açık,18.2,18.2,45,,,,,,,0,0,0,0,0,0,,,11.51,2026-08-17T21:53:07+00:00
Bingöl,Merkez,BİNGÖL/YOLÇATI KÖYÜ,19082,2026-08-17T21:34:00.000Z,Açık,18.5,18.5,53,,,,,,,0,0,0,0,0,0,,,12.79,2026-08-17T21:53:07+00:00
Bingöl,Merkez,BİNGÖL/SANCAK KÖYÜ,19259,2026-08-17T21:34:00.000Z,Açık,16.3,16.3,59,,,,,,,0,0,0,0,0,0,,,11.57,2026-08-17T21:53:07+00:00
Bingöl,Merkez,BİNGÖL/HESAREK KAYAK MERKEZİ,19917,2026-08-17T21:34:00.000Z,Açık,16,16,54,198,9.72,,,,,0,0,0,0,0,0,,,10.73,2026-08-17T21:53:07+00:00
Bitlis,Tatvan,TATVAN,17205,2026-08-17T21:33:00.000Z,Açık,17.1,17.1,55,0,0,832.5,1002.9,18240,,0,0,0,0,0,0,,,11.81,2026-08-17T21:53:07+00:00
Bitlis,Merkez,BİTLİS,17208,2026-08-17T21:34:00.000Z,Açık,15.1,15.1,49,342,1.4400000000000002,820.1,1002.2,20000,0,0,0,0,0,0,0,,,9.37,2026-08-17T21:53:07+00:00
Bitlis,Ahlat,AHLAT,17810,2026-08-17T21:34:00.000Z,Açık,16.7,16.7,44,128,2.52,826.8,1003.9,,,0,0,0,0,0,0,,,10.13,2026-08-17T21:53:07+00:00
Bitlis,Adilcevaz,ADİLCEVAZ,18576,2026-08-17T21:34:00.000Z,Açık,20.7,20.7,40,316,7.2,,,,,0,0,0,0,0,0,,,12.89,2026-08-17T21:53:07+00:00
Bitlis,Hizan,HİZAN,18578,2026-08-17T21:34:00.000Z,Açık,15.1,15.1,63,261,1.8,,,,,0,0,0,0,0,0,,,10.94,2026-08-17T21:53:07+00:00
Bitlis,Mutki,MUTKİ,18579,2026-08-17T21:34:00.000Z,Açık,16.4,16.4,48,113,3.24,,,,,0,0,0,0,0,0,,,10.37,2026-08-17T21:53:07+00:00
Bitlis,Tatvan,TATVAN/YELKENLİ BELDESİ,19091,2026-08-17T21:34:00.000Z,Açık,20.5,20.5,41,,,,,,,0,0,0,0,0,0,,,12.87,2026-08-17T21:53:07+00:00
Bitlis,Ahlat,AHLAT/BURCUKAYA KÖYÜ,19092,2026-08-17T21:34:00.000Z,Az Bulutlu,14.4,14.4,48,,,,,,,0,0,0,0,0,0,,,8.66,2026-08-17T21:53:07+00:00
Bitlis,Adilcevaz,ADİLCEVAZ/ÇANAKYAYLA KÖYÜ,19266,2026-08-17T21:34:00.000Z,Açık,13.1,13.1,58,,,,,,,0,0,0,0,0,0,,,8.6,2026-08-17T21:53:07+00:00
Bolu,Merkez,BOLU,17070,2026-08-17T21:34:00.000Z,Az Bulutlu,16.1,16.1,87,139,2.8800000000000003,927.3,1009.4,,,0,0,0,0,0,0,,,14.58,2026-08-17T21:53:07+00:00
Bolu,Merkez,BOLU DAĞI,17637,2026-08-17T21:34:00.000Z,Parçalı Bulutlu,15.5,15.5,96,235,3.24,,,18330,,0,0,0,0,0,0,,,15.02,2026-08-17T21:53:07+00:00
Bolu,Gerede,GEREDE,17642,2026-08-17T21:34:00.000Z,Açık,12.8,12.8,89,0,0,872.8,1009.9,15540,,0,5.2,0,0,4.2,5.2,,,11.57,2026-08-17T21:53:07+00:00
Bolu,Seben,SEBEN,17693,2026-08-17T21:34:00.000Z,Açık,16,16,93,30,0.36000000000000004,,,,,0,0,0,0,0,0,,,15.17,2026-08-17T21:53:07+00:00
Bolu,Kıbrıscık,KIBRISCIK,17694,2026-08-17T21:34:00.000Z,Açık,15.3,15.3,96,121,7.2,879.7,1008.9,75000,,0,2.4,0,0,2.4,2.4,,,14.82,2026-08-17T21:53:07+00:00
Bolu,Mudurnu,MUDURNU,18158,2026-08-17T21:34:00.000Z,Açık,12.4,12.4,96,201,1.08,923.9,1010.3,,,0,0,0,0,0,0,,,11.92,2026-08-17T21:53:07+00:00
Bolu,Merkez,BOLU/BATI KARADENİZ ORMAN ARŞ.,18239,2026-08-17T21:34:00.000Z,Açık,8.4,8.4,97,319,3.9600000000000004,865.3,1009.4,,,0,0,0,0,0,0,,,8.03,2026-08-17T21:53:07+00:00
Bolu,Göynük,GÖYNÜK,18246,2026-08-17T21:34:00.000Z,Açık,15.8,15.8,79,66,7.5600000000000005,,,,,0,0,0,0,0,0,,,13.38,2026-08-17T21:53:07+00:00
Bolu,Mengen,MENGEN,18247,2026-08-17T21:34:00.000Z,Açık,14.6,14.6,91,15,2.16,,,,,0,0,0,0,0,0,,,13.56,2026-08-17T21:53:07+00:00
Bolu,Yeniçağa,YENİÇAĞA,18248,2026-08-17T21:23:00.000Z,Açık,,,,138,7.5600000000000005,,,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Bolu,Gerede,GEREDE/SAMAT KÖYÜ,18693,2026-08-17T21:34:00.000Z,Açık,10.8,10.8,76,,,,,,,0,2.77,0,0.11,2.17,2.77,,,8.3,2026-08-17T21:53:07+00:00
Bolu,Dörtdivan,DÖRTDİVAN/ÇETİKÖREN KÖYÜ,18694,2026-08-17T21:34:00.000Z,Açık,12.3,12.3,98,,,,,,,0,2.77,0,0,2.77,2.77,,,12.04,2026-08-17T21:53:07+00:00
Bolu,Mudurnu,MUDURNU/ABANT GÖLÜ,18695,2026-08-17T21:34:00.000Z,Az Bulutlu,12.5,12.5,94,,,,,,,0,0,0,0,0,0,,,11.81,2026-08-17T21:53:07+00:00
Bolu,Göynük,GÖYNÜK/HİMMETOĞLU KÖYÜ,19011,2026-08-17T21:34:00.000Z,Açık,15.3,15.3,93,,,,,,,0,0,0,0,0,0,,,14.48,2026-08-17T21:53:07+00:00
Bolu,Merkez,BOLU/ÇELE ORMAN SAHASI,19012,2026-08-17T21:34:00.000Z,Açık,12.3,12.3,100,49,1.8,,,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Bolu,Merkez,BOLU/BALTALI KÖYÜ,19013,2026-08-17T21:34:00.000Z,Açık,12.7,12.7,100,,,,,,,0,1.48,0,0,1.48,1.48,,,,2026-08-17T21:53:07+00:00
Bolu,Dörtdivan,DÖRTDİVAN,19208,2026-08-17T21:34:00.000Z,Sis,10.7,10.7,96,222,3.9600000000000004,,,6317,,0,4.86,0,0,4.86,4.86,,,10.23,2026-08-17T21:53:07+00:00
Bolu,Merkez,BOLU/YEDİGÖLLER MİLLİ PARKI,19209,2026-08-17T21:34:00.000Z,Açık,14.7,14.7,92,,,,,,,0,0,0,0,0,0,,,13.77,2026-08-17T21:53:07+00:00
Burdur,Merkez,BURDUR,17238,2026-08-17T21:34:00.000Z,Az Bulutlu,19.4,19.4,53,110,1.8,903.2,1005.6,20000,1,0,0.6,0,0,0,0.6,,,13.57,2026-08-17T21:53:07+00:00
Burdur,Gölhisar,GÖLHİSAR,17891,2026-08-17T21:34:00.000Z,Açık,17.7,17.7,86,185,1.8,902.9,1009.6,30590,,0,0,0,0,0,0,,,16.03,2026-08-17T21:53:07+00:00
Burdur,Tefenni,TEFENNİ,17892,2026-08-17T21:34:00.000Z,Açık,18.8,18.8,69,299,3.24,883.2,1004.7,,,0,0,0,0,0,0,,,15.04,2026-08-17T21:53:07+00:00
Burdur,Bucak,BUCAK/SEYDİKÖY,17894,2026-08-17T21:34:00.000Z,Açık,17.9,17.9,85,336,6.48,912.7,1007.8,,,0,0,0,0,0,0,,,16.11,2026-08-17T21:53:07+00:00
Burdur,Bucak,BUCAK/KARACAÖREN,18111,2026-08-17T21:33:00.000Z,Açık,19.8,19.8,96,46,0,967.8,1010.1,,,0,20.5,0,0,20.5,20.5,,,19.31,2026-08-17T21:53:07+00:00
Burdur,Ağlasun,AĞLASUN,18112,2026-08-17T21:34:00.000Z,Açık,14.4,14.4,97,328,1.8,884.4,1006.7,,,0,1.4,0,0,1.4,2,,,14.03,2026-08-17T21:53:07+00:00
Burdur,Yeşilova,YEŞİLOVA,18113,2026-08-17T21:33:00.000Z,Az Bulutlu,16.5,16.5,80,159,2.52,878.3,1006.5,,,0,0.3,0,0.3,0.3,0.3,,,14.17,2026-08-17T21:53:07+00:00
Burdur,Altınyayla,BURDUR/ALTINYAYLA,18308,2026-08-17T21:34:00.000Z,Açık,15.5,15.5,82,114,3.24,,,,,0,0,0,0,0,0,,,13.43,2026-08-17T21:53:07+00:00
Burdur,Çavdır,ÇAVDIR,18309,2026-08-17T21:34:00.000Z,Açık,18.4,18.4,65,112,3.24,,,,,0,0,0,0,0,0,,,14.18,2026-08-17T21:53:07+00:00
Burdur,Çavdır,ÇAVDIR/SÖĞÜT BELDESİ,18310,2026-08-17T21:34:00.000Z,Açık,14.8,14.8,100,313,2.52,,,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Burdur,Çeltikçi,ÇELTİKÇİ,18311,2026-08-17T21:34:00.000Z,Açık,14.2,14.2,93,339,4.32,,,,,0,0.05,0,0,0,0.14,,,13.39,2026-08-17T21:53:07+00:00
Burdur,Karamanlı,KARAMANLI,18312,2026-08-17T21:34:00.000Z,Açık,16.5,16.5,77,359,9.72,,,,,0,0,0,0,0,0,,,13.82,2026-08-17T21:53:07+00:00
Burdur,Kemer,BURDUR/KEMER,18313,2026-08-17T21:34:00.000Z,Açık,19.3,19.3,64,162,2.8800000000000003,,,,,0,0.17,0,0,0.17,0.17,,,14.88,2026-08-17T21:53:07+00:00
Burdur,Merkez,MEHMET AKİF ERSOY ÜNİVERSİTESİ,18314,2026-08-17T21:34:00.000Z,Açık,17.9,17.9,68,113,3.9600000000000004,,,,,0,0.8,0,0,0,0.9,,,14.08,2026-08-17T21:53:07+00:00
Burdur,Gölhisar,GÖLHİSAR/ELMALIYURT MEVKİ,18620,2026-08-17T21:34:00.000Z,Açık,12.1,12.1,100,,,,,,,0,0.36,0,0.36,0.36,0.36,,,,2026-08-17T21:53:07+00:00
Burdur,Merkez,BURDUR/ERİKLİ MEVKİ,18621,2026-08-17T21:34:00.000Z,Açık,13.5,13.5,100,,,,,,,0,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Burdur,Merkez,BURDUR/YAYLABELİ KÖYÜ,18622,2026-08-17T21:34:00.000Z,Az Bulutlu,19.1,19.1,70,,,,,,,0,0,0,0,0,0,,,15.44,2026-08-17T21:53:07+00:00
Burdur,Tefenni,TEFENNİ/BELKAYA KÖYÜ,18623,2026-08-17T21:34:00.000Z,Açık,18.4,18.4,87,,,,,,,0,0,0,0,0,0,,,16.83,2026-08-17T21:53:07+00:00
Burdur,Bucak,BUCAK/KIZILKAYA BELDESİ,18841,2026-08-17T21:34:00.000Z,Açık,16.7,16.7,75,,,,,,,0,0,0,0,0,0.05,,,13.78,2026-08-17T21:53:07+00:00
Burdur,Bucak,BUCAK/PAMUCAK ORMAN SAHASI,18842,2026-08-17T21:34:00.000Z,Açık,16.8,16.8,72,16,5.760000000000001,,,,,0,0,0,0,0,0,,,13.53,2026-08-17T21:53:07+00:00
Burdur,Yeşilova,YEŞİLOVA/BAYINDIR KÖYÜ,18843,2026-08-17T21:34:00.000Z,Açık,19,19,62,,,,,,,0,0.19,0,0,0,0.19,,,14.36,2026-08-17T21:53:07+00:00
Burdur,Merkez,BURDUR GÖLÜ,18995,2026-08-17T21:34:00.000Z,Az Bulutlu,19.4,19.4,70,184,5.4,914.3,1007.8,75000,,0,0.05,0,0,0,0.05,,,15.72,2026-08-17T21:53:07+00:00
Burdur,Yeşilova,YEŞİLOVA/HARMANLI KÖYÜ,19157,2026-08-17T21:35:00.000Z,Açık,18.6,18.6,69,,,,,,,0,0,0,0,0,0,,,14.85,2026-08-17T21:53:07+00:00
Burdur,Ağlasun,AĞLASUN/YUMRUTAŞ KÖYÜ,19158,2026-08-17T21:34:00.000Z,Açık,16.1,16.1,72,,,,,,,0,0.24,0,0,0.24,1.89,,,12.87,2026-08-17T21:53:07+00:00
Bursa,Osmangazi,BURSA,17116,2026-08-17T21:33:00.000Z,Açık,21.4,21.4,72,0,0,998.4,1009.7,20000,0,0,0,0,0,0,0,,,17.84,2026-08-17T21:53:07+00:00
Bursa,Yenişehir,BURSA YENİŞEHİR HAVALİMANI,17118,2026-08-17T21:20:00.000Z,Açık,18.2,18.2,88,297,2.8800000000000003,984.1,1011.3,10000,0,0,0,0,0,0,0,,,16.76,2026-08-17T21:53:07+00:00
Bursa,İznik,İZNİK,17661,2026-08-17T21:34:00.000Z,Açık,21,21,75,106,7.2,998.4,1008.6,,,0,0,0,0,0,0,,,17.85,2026-08-17T21:53:07+00:00
Bursa,Gemlik,GEMLİK,17663,2026-08-17T21:34:00.000Z,Açık,23,23,63,81,2.8800000000000003,997.7,1007.3,,,0,0,0,0,0,0,,,18.12,2026-08-17T21:53:07+00:00
Bursa,Karacabey,KARACABEY,17673,2026-08-17T21:34:00.000Z,Açık,21.1,21.1,83,135,2.52,,,,,0,0,0,0,0,0,,,18.97,2026-08-17T21:53:07+00:00
Bursa,Mustafakemalpaşa,MUSTAFAKEMALPAŞA,17675,2026-08-17T21:34:00.000Z,Açık,20.4,20.4,96,219,6.48,1007.5,,,,0,0,0,0,0,0,,,19.91,2026-08-17T21:53:07+00:00
Bursa,Osmangazi,ULUDAĞ,17676,2026-08-17T21:34:00.000Z,Açık,10.5,10.5,24,161,3.9600000000000004,812.2,1011.3,,,0,0,0,0,0,0,,,3.04,2026-08-17T21:53:07+00:00
Bursa,Keles,KELES,17695,2026-08-17T21:34:00.000Z,Açık,12,12,90,69,6.12,893.8,1008.6,29000,,0,0,0,0,0,0,,,10.89,2026-08-17T21:53:07+00:00
Bursa,Orhaneli,ORHANELİ,18083,2026-08-17T21:34:00.000Z,Açık,17.9,17.9,79,152,2.16,951.5,1009.4,,,0,0,0,0,0,0,,,15.39,2026-08-17T21:53:07+00:00
Bursa,Büyükorhan,BÜYÜKORHAN,18382,2026-08-17T21:34:00.000Z,Açık,15.5,15.5,86,128,2.8800000000000003,,,,,0,0.05,0,0,0,0.05,,,13.88,2026-08-17T21:53:07+00:00
Bursa,Harmancık,HARMANCIK,18383,2026-08-17T21:34:00.000Z,Açık,15.4,15.4,82,335,1.4400000000000002,,,,,0,0.05,0,0,0,0.05,,,13.34,2026-08-17T21:53:07+00:00
Bursa,Kestel,KESTEL,18384,2026-08-17T21:34:00.000Z,Açık,19.6,19.6,56,147,11.520000000000001,,,,,0,0,0,0,0,0,,,14.14,2026-08-17T21:53:07+00:00
Bursa,Mudanya,MUDANYA,18385,2026-08-17T21:34:00.000Z,Açık,21.8,21.8,94,213,5.4,,,,,0,0,0,0,0,0,,,21.05,2026-08-17T21:53:07+00:00
Bursa,Nilüfer,NİLÜFER,18386,2026-08-17T21:34:00.000Z,Açık,20.8,20.8,77,134,3.24,,,,,0,0,0,0,0,0,,,17.92,2026-08-17T21:53:07+00:00
Bursa,Orhangazi,ORHANGAZİ,18387,2026-08-17T21:34:00.000Z,Açık,20.4,20.4,78,356,7.2,,,,,0,0,0,0,0,0,,,17.66,2026-08-17T21:53:07+00:00
Bursa,Osmangazi,OSMANGAZİ/GÜNDOĞDU,18741,2026-08-17T21:34:00.000Z,Açık,20.5,20.5,82,,,,,,,0,0,0,0,0,0,,,18.26,2026-08-17T21:53:07+00:00
Bursa,Yenişehir,YENİŞEHİR/ALAYLI KÖYÜ,18743,2026-08-17T21:34:00.000Z,Açık,18.7,18.7,85,,,,,,,0,0.87,0,0,0.87,0.87,,,16.89,2026-08-17T21:53:07+00:00
Bursa,Gürsu,GÜRSU,18745,2026-08-17T21:34:00.000Z,Açık,19.8,19.8,93,,,,,,,0,0,0,0,0,0,,,18.94,2026-08-17T21:53:07+00:00
Bursa,Yıldırım,YILDIRIM,18746,2026-08-17T21:34:00.000Z,Açık,22.3,22.3,76,,,,,,,0,0,0,0,0,0,,,19.21,2026-08-17T21:53:07+00:00
Bursa,İznik,İZNİK/BURSA RADAR SAHASI,18755,2026-08-17T21:34:00.000Z,Açık,16.9,16.9,97,356,0,877,1011,,,0,0,0,0,0,0,,,16.54,2026-08-17T21:53:07+00:00
Bursa,Osmangazi,OSMANGAZİ/SARIALAN,18756,2026-08-17T21:34:00.000Z,Açık,6.1,6.1,73,,,,,,,0,0,0,0,0,0,,,3.58,2026-08-17T21:53:07+00:00
Bursa,Karacabey,KARACABEY/BAYRAMDERE GÖLETİ,18829,2026-08-17T21:34:00.000Z,Açık,17.2,17.2,99,,,,,,,0,0,0,0,0,0,,,17.07,2026-08-17T21:53:07+00:00
Bursa,Mustafakemalpaşa,MUSTAFAKEMALPAŞA/ ESKİKIZILELMA KÖYÜ,18830,2026-08-17T21:34:00.000Z,Açık,17.5,17.5,99,,,,,,,0,0.13,0.06,0.13,0.13,0.13,,,17.37,2026-08-17T21:53:07+00:00
Bursa,Mustafakemalpaşa,MUSTAFAKEMALPAŞA/GÜRGENDAĞ ORMAN SAHASI,18831,2026-08-17T21:34:00.000Z,Açık,18.9,18.9,98,140,3.6,,,,,0,0,0,0,0,0,,,18.66,2026-08-17T21:53:07+00:00
Bursa,Yenişehir,BURSA/YENİŞEHİR,19279,2026-08-17T21:33:00.000Z,Açık,19.2,19.2,71,0,0,,,23180,,0,0,0,0,0,0,,,15.66,2026-08-17T21:53:07+00:00
Bursa,Osmangazi,ULUDAĞ TELEFERİK,19915,2026-08-17T21:34:00.000Z,Açık,13.4,13.4,28,137,8.64,820.5,1008.2,,,0,0,0,0,0,0,,,5.6,2026-08-17T21:53:07+00:00
Çanakkale,Gökçeada,ÇANAKKALE GÖKÇEADA HAVALİMANI,17109,2026-08-17T21:12:00.000Z,Açık,19,19,100,161,2.16,1008.1,1010.9,4700,,,0,0,0,0,0,,,,2026-08-17T21:53:07+00:00
Çanakkale,Gökçeada,GÖKÇEADA,17110,2026-08-17T21:34:00.000Z,Açık,21.8,21.8,81,0,0,1001.4,1010.4,,,0,0,0,0,0,0,,,19.39,2026-08-17T21:53:07+00:00
Çanakkale,Bozcaada,BOZCAADA,17111,2026-08-17T21:34:00.000Z,Açık,22.1,22.1,83,0,14.4,1006.9,1010.4,,,0,0,0,0,0,0,,,19.93,2026-08-17T21:53:07+00:00
Çanakkale,Merkez,ÇANAKKALE,17112,2026-08-17T21:34:00.000Z,Açık,23.3,23.3,68,95,3.24,1009.2,1009.9,,,0,0,0,0,0,0,,24.4,19.08,2026-08-17T21:53:07+00:00
Çanakkale,Merkez,ÇANAKKALE HAVALİMANI,17113,2026-08-17T21:20:00.000Z,Açık,21,21,72,59,7.5600000000000005,1009.8,1010.7,10000,0,0,0,0,0,0,0,,,17.47,2026-08-17T21:53:07+00:00
Çanakkale,Biga,BİGA/KEMER KÖYÜ,17614,2026-08-17T21:34:00.000Z,Açık,22.2,22.2,75,79,3.24,1004.1,1010.5,,,0,0,0,0,0,0,,,18.99,2026-08-17T21:53:07+00:00
Çanakkale,Ezine,EZİNE,17671,2026-08-17T21:34:00.000Z,Açık,18.6,18.6,78,0,0,,,45160,,0,0,0,0,0,0,,,15.94,2026-08-17T21:53:07+00:00
Çanakkale,Gelibolu,GELİBOLU,17773,2026-08-17T21:34:00.000Z,Açık,21.3,21.3,87,30,6.84,1004.7,1010.5,,,0,0,0,0,0,0,,,19.67,2026-08-17T21:53:07+00:00
Çanakkale,Yenice,ÇANAKKALE/YENİCE,18085,2026-08-17T21:34:00.000Z,Açık,16.3,16.3,86,261,0.7200000000000001,981.7,1009.4,56860,,0,0,0,0,0,0,,,14.67,2026-08-17T21:53:07+00:00
Çanakkale,Ayvacık,ÇANAKKALE/AYVACIK,18435,2026-08-17T21:34:00.000Z,Açık,19.6,19.6,71,168,3.9600000000000004,,,,,0,0,0,0,0,0,,,16.03,2026-08-17T21:53:07+00:00
Çanakkale,Bayramiç,BAYRAMİÇ,18436,2026-08-17T21:34:00.000Z,Açık,17.7,17.7,78,71,3.24,,,,,0,0,0,0,0,0,,,15.08,2026-08-17T21:53:07+00:00
Çanakkale,Çan,ÇAN,18437,2026-08-17T21:34:00.000Z,Açık,18.7,18.7,75,149,2.8800000000000003,,,,,0,0,0,0,0,0,,,15.68,2026-08-17T21:53:07+00:00
Çanakkale,Lapseki,LAPSEKİ,18438,2026-08-17T21:34:00.000Z,Açık,19.2,19.2,82,89,6.12,,,,,0,0,0,0,0,0,,,17.01,2026-08-17T21:53:07+00:00
Çanakkale,Eceabat,ECEABAT MİLLİ PARKI,18580,2026-08-17T21:34:00.000Z,Açık,20.7,20.7,78,81,6.84,,,,,0,0,0,0,0,0,,,17.95,2026-08-17T21:53:07+00:00
Çanakkale,Bayramiç,BAYRAMİÇ/KARAKÖY KÖYÜ,18817,2026-08-17T21:34:00.000Z,Açık,14.1,14.1,91,,,,,,,0,0,0,0,0,0,,,13.07,2026-08-17T21:53:07+00:00
